person_id,age,region,monthly_income,num_credit_lines,total_debt,debt_to_income_ratio,credit_utilization,late_payments_12m,account_open_date,default_probability,risk_segment,default_flag,ingestion_date
2148,51,CABA,866.32,0,193.4,0.223,0.3782,0,2019-05-20,0.0984,Bajo,0,2026-08-25
2149,35,GBA Sur,862.75,3,333.27,0.3858,0.6438,1,2015-05-12,0.2331,Medio,0,2026-08-25
2150,41,Mendoza,1044.98,0,156.79,0.1499,0.5644,1,2010-03-13,0.1643,Medio,0,2026-08-25
2151,39,CABA,2056.61,4,403.79,0.1962,0.1757,0,2013-04-25,0.0587,Bajo,0,2026-08-25
2152,48,Santa Fe,949.31,4,91.62,0.0964,0.6525,3,2010-08-16,0.3058,Medio,1,2026-08-25
2153,29,CABA,459.48,2,169.08,0.3672,0.7552,1,2017-01-02,0.2799,Medio,1,2026-08-25
2154,27,GBA Sur,676.03,2,224.45,0.3315,0.5913,2,2013-01-02,0.277,Medio,1,2026-08-25
2155,42,Mendoza,2321.59,3,1389.1,0.5981,0.4286,2,2013-10-30,0.2278,Medio,0,2026-08-25
2156,47,GBA Norte,1962.13,3,684.18,0.3485,0.3505,1,2012-09-26,0.126,Bajo,1,2026-08-25
2157,43,CABA,1541.71,1,489.58,0.3174,0.2658,2,2016-03-19,0.1536,Medio,0,2026-08-25
2158,30,GBA Norte,1327.91,6,816.56,0.6145,0.4353,1,2018-06-24,0.201,Medio,1,2026-08-25
2159,48,GBA Sur,1407.25,4,278.67,0.1979,0.3722,0,2018-09-15,0.0886,Bajo,0,2026-08-25
2160,31,Cordoba,851.75,1,498.56,0.5847,0.0175,0,2013-03-03,0.0799,Bajo,0,2026-08-25
2161,33,GBA Sur,1450.52,2,238.88,0.1646,0.3014,2,2018-10-06,0.1434,Bajo,0,2026-08-25
2162,28,Mendoza,1457.84,1,242.9,0.1665,0.3996,1,2023-04-02,0.1241,Bajo,0,2026-08-25
2163,55,Mendoza,1522.73,2,313.05,0.2054,0.6707,1,2010-05-04,0.1884,Medio,0,2026-08-25
2164,47,Mendoza,784.12,2,176.36,0.2246,0.8403,0,2021-03-20,0.2034,Medio,0,2026-08-25
2165,47,Mendoza,882.19,6,344.79,0.3904,0.3573,0,2019-01-01,0.1124,Bajo,0,2026-08-25
2166,54,Santa Fe,797.87,5,150.36,0.1882,0.4626,2,2023-04-26,0.1988,Medio,0,2026-08-25
2167,73,GBA Sur,1703.64,2,489.98,0.2874,0.5312,0,2018-06-05,0.1175,Bajo,0,2026-08-25
2168,19,Mendoza,1052.74,2,357.51,0.3393,0.8548,1,2010-02-12,0.2942,Medio,0,2026-08-25
2169,31,GBA Norte,1148.47,2,80.14,0.0697,0.2165,1,2013-03-27,0.0873,Bajo,0,2026-08-25
2170,32,Mendoza,1257.79,3,290.23,0.2306,0.1262,1,2021-05-07,0.0871,Bajo,0,2026-08-25
2171,29,Mendoza,488.86,4,82.1,0.1676,0.3203,3,2012-03-17,0.2224,Medio,1,2026-08-25
2172,27,Cordoba,1436.68,1,1876.16,1.305,0.462,1,2015-12-22,0.3577,Alto,0,2026-08-25
2173,36,Santa Fe,759.69,1,176.31,0.2318,0.3239,0,2015-01-14,0.0935,Bajo,0,2026-08-25
2174,25,Tucuman,747.68,3,175.08,0.2339,0.2247,0,2017-12-22,0.0805,Bajo,0,2026-08-25
2175,44,Mendoza,697.43,4,349.66,0.5006,0.4191,1,2010-02-24,0.1895,Medio,0,2026-08-25
2176,40,Cordoba,1026.03,2,191.71,0.1867,0.4672,0,2020-08-15,0.1084,Bajo,0,2026-08-25
2177,45,Tucuman,979.63,0,465.1,0.4743,0.163,1,2023-05-10,0.1206,Bajo,0,2026-08-25
2178,46,GBA Sur,561.55,4,106.87,0.19,0.5085,1,2014-11-20,0.1658,Medio,0,2026-08-25
2179,47,Mendoza,484.42,0,372.7,0.7678,0.7942,2,2021-03-26,0.4736,Alto,0,2026-08-25
2180,35,Santa Fe,882.46,1,429.58,0.4863,0.4683,1,2009-04-10,0.1979,Medio,0,2026-08-25
2181,65,Tucuman,1541.92,2,1721.22,1.1156,0.4066,3,2022-07-30,0.4385,Alto,0,2026-08-25
2182,42,GBA Norte,1386.15,4,1351.87,0.9746,0.2438,0,2012-12-28,0.1546,Medio,0,2026-08-25
2183,18,GBA Sur,1486.38,1,1193.58,0.8025,0.4936,1,2012-06-13,0.2535,Medio,1,2026-08-25
2184,27,GBA Sur,852.4,2,192.94,0.2261,0.1948,0,2018-08-09,0.0748,Bajo,0,2026-08-25
2185,19,Cordoba,759.17,1,1378.37,1.8132,0.3652,2,2023-11-05,0.5644,Alto,0,2026-08-25
2186,40,GBA Oeste,940.57,3,196.15,0.2083,0.5677,1,2023-02-24,0.1765,Medio,0,2026-08-25
2187,38,GBA Norte,1427.52,2,214.72,0.1503,0.389,1,2021-11-18,0.1196,Bajo,0,2026-08-25
2188,34,GBA Sur,2082.44,1,518.51,0.2489,0.1334,4,2012-03-25,0.199,Medio,0,2026-08-25
2189,64,Mendoza,899.94,4,2672.99,2.9669,0.2357,5,2019-02-09,0.9071,Muy Alto,1,2026-08-25
2190,46,Cordoba,901.09,3,515.38,0.5713,0.4761,2,2009-03-10,0.2777,Medio,0,2026-08-25
2191,48,Cordoba,1035.29,3,33.91,0.0327,0.4566,0,2014-07-25,0.0907,Bajo,0,2026-08-25
2192,28,CABA,829.31,4,208.33,0.2509,0.6156,1,2010-05-14,0.2013,Medio,0,2026-08-25
2193,28,GBA Oeste,714.14,3,289.29,0.4045,0.5213,0,2019-06-07,0.1529,Medio,0,2026-08-25
2194,40,Mendoza,934.37,0,1207.13,1.2905,0.0657,0,2015-01-21,0.1677,Medio,0,2026-08-25
2195,42,Mendoza,702.95,2,85.52,0.1215,0.5948,0,2019-12-25,0.1297,Bajo,0,2026-08-25
2196,18,Tucuman,1295.39,4,671.52,0.518,0.4765,2,2018-07-06,0.2602,Medio,1,2026-08-25
2197,37,Mendoza,1959.16,2,275.32,0.1405,0.5447,0,2011-06-10,0.1038,Bajo,0,2026-08-25
2198,40,GBA Norte,869.96,2,326.6,0.375,0.4121,1,2009-05-22,0.1643,Medio,0,2026-08-25
2199,37,GBA Sur,2146.03,1,267.58,0.1246,0.8439,0,2009-06-13,0.1594,Medio,0,2026-08-25
2200,30,Cordoba,901.9,3,311.56,0.3451,0.5897,0,2014-02-07,0.1565,Medio,0,2026-08-25
2201,33,GBA Norte,695.92,3,686.49,0.985,0.3044,3,2022-01-19,0.3975,Alto,0,2026-08-25
2202,37,Santa Fe,1346.23,3,186.65,0.1385,0.6119,1,2019-05-31,0.1687,Medio,0,2026-08-25
2203,41,Cordoba,659.75,1,29.73,0.045,0.339,2,2018-01-06,0.1493,Bajo,0,2026-08-25
2204,47,GBA Oeste,1347.21,2,281.98,0.2092,0.6347,1,2011-10-29,0.1844,Medio,0,2026-08-25
2205,52,Tucuman,1159.25,1,503.69,0.4341,0.1128,1,2011-10-20,0.1038,Bajo,0,2026-08-25
2206,36,Cordoba,808.53,1,92.51,0.1143,0.4262,1,2020-02-22,0.133,Bajo,0,2026-08-25
2207,34,CABA,762.6,2,134.77,0.1765,0.2698,0,2014-06-08,0.081,Bajo,0,2026-08-25
2208,45,CABA,690.54,0,1298.49,1.8777,0.4415,3,2012-11-22,0.6903,Muy Alto,1,2026-08-25
2209,47,Mendoza,1625.57,3,287.15,0.1765,0.3801,1,2012-04-08,0.1169,Bajo,0,2026-08-25
2210,34,GBA Norte,870.27,3,90.74,0.1042,0.4584,2,2015-05-31,0.1847,Medio,0,2026-08-25
2211,49,GBA Norte,1176.99,3,333.65,0.2832,0.2539,1,2022-04-29,0.1123,Bajo,0,2026-08-25
2212,51,GBA Oeste,1028.3,2,647.94,0.6295,0.6114,2,2009-01-11,0.338,Medio,0,2026-08-25
2213,55,Cordoba,958.56,1,790.61,0.8239,0.3255,1,2011-01-31,0.2114,Medio,0,2026-08-25
2214,61,GBA Oeste,1233.01,1,581.34,0.4711,0.5999,1,2011-11-05,0.2213,Medio,0,2026-08-25
2215,29,Cordoba,1208.19,3,706.29,0.5841,0.2137,0,2013-11-16,0.105,Bajo,0,2026-08-25
2216,40,GBA Sur,1053.88,5,155.59,0.1475,0.0816,2,2016-01-04,0.1044,Bajo,0,2026-08-25
2217,40,Mendoza,908.03,0,330.01,0.363,0.1903,0,2012-10-14,0.0836,Bajo,0,2026-08-25
2218,38,Cordoba,603.46,2,309.9,0.5127,0.6013,3,2019-05-20,0.4032,Alto,0,2026-08-25
2219,32,GBA Oeste,722.49,4,157.53,0.2177,0.2521,1,2019-09-28,0.1133,Bajo,0,2026-08-25
2220,22,Santa Fe,789.36,2,708.13,0.896,0.1763,5,2015-06-17,0.4881,Alto,1,2026-08-25
2221,41,CABA,1000.51,3,932.27,0.9309,0.3311,1,2010-03-02,0.2348,Medio,0,2026-08-25
2222,30,Tucuman,425.75,2,92.77,0.2174,0.4084,0,2018-08-09,0.1111,Bajo,0,2026-08-25
2223,41,GBA Norte,1320.46,1,169.62,0.1284,0.495,0,2019-10-14,0.1028,Bajo,0,2026-08-25
2224,30,CABA,1106.2,1,333.9,0.3016,0.3761,1,2010-01-02,0.1422,Bajo,1,2026-08-25
2225,26,GBA Norte,705.72,3,803.73,1.1373,0.5962,3,2023-02-21,0.5701,Alto,0,2026-08-25
2226,42,Santa Fe,666.0,0,302.17,0.453,0.7675,3,2022-03-30,0.4571,Alto,0,2026-08-25
2227,41,CABA,731.36,2,121.5,0.1659,0.3725,1,2019-04-23,0.1292,Bajo,0,2026-08-25
2228,46,GBA Norte,576.96,0,222.48,0.3849,0.3629,0,2016-07-12,0.1176,Bajo,0,2026-08-25
2229,66,GBA Norte,952.61,3,69.16,0.0725,0.1423,2,2010-08-12,0.1059,Bajo,0,2026-08-25
2230,43,CABA,923.89,2,405.75,0.4387,0.3273,0,2009-10-14,0.1121,Bajo,0,2026-08-25
2231,45,CABA,1534.55,1,3223.38,2.0992,0.6084,2,2023-07-20,0.7045,Muy Alto,1,2026-08-25
2232,27,GBA Oeste,1178.45,4,1393.71,1.1817,0.7907,1,2018-12-21,0.4774,Alto,1,2026-08-25
2233,24,CABA,1705.33,3,592.61,0.3473,0.3475,1,2020-07-18,0.1321,Bajo,0,2026-08-25
2234,58,Mendoza,1113.26,2,405.17,0.3636,0.8677,3,2011-12-24,0.4568,Alto,1,2026-08-25
2235,28,CABA,611.48,5,552.31,0.9018,0.4308,0,2016-09-26,0.2121,Medio,0,2026-08-25
2236,27,CABA,2187.95,1,1275.49,0.5827,0.4781,0,2013-07-23,0.1402,Bajo,0,2026-08-25
2237,39,GBA Norte,852.55,5,1771.95,2.076,0.1234,3,2020-02-23,0.6056,Muy Alto,0,2026-08-25
2238,38,Cordoba,496.12,2,54.63,0.1099,0.1849,1,2011-03-13,0.0937,Bajo,0,2026-08-25
2239,29,Santa Fe,1050.19,4,60.43,0.0575,0.7719,1,2012-11-28,0.2069,Medio,0,2026-08-25
2240,36,GBA Norte,479.02,1,338.89,0.706,0.417,0,2016-12-02,0.1764,Medio,0,2026-08-25
2241,54,GBA Norte,1007.91,1,118.68,0.1176,0.5208,0,2009-01-10,0.1093,Bajo,0,2026-08-25
2242,30,GBA Norte,758.62,3,967.55,1.2737,0.5529,0,2022-06-14,0.3301,Medio,1,2026-08-25
2243,23,Mendoza,1191.02,3,1751.32,1.4692,0.8313,2,2021-08-28,0.6572,Muy Alto,1,2026-08-25
2244,51,GBA Sur,1583.79,2,442.77,0.2794,0.3479,1,2022-05-28,0.1229,Bajo,0,2026-08-25
2245,45,Santa Fe,874.17,4,337.03,0.3851,0.1678,0,2018-04-11,0.0824,Bajo,0,2026-08-25
2246,32,Mendoza,795.31,2,238.64,0.2997,0.808,2,2014-09-23,0.3481,Medio,1,2026-08-25
2247,21,Cordoba,1328.66,3,928.36,0.6982,0.2196,2,2017-09-15,0.2113,Medio,0,2026-08-25
2248,31,GBA Sur,666.25,1,119.76,0.1795,0.5758,0,2010-10-01,0.135,Bajo,0,2026-08-25
2249,39,Tucuman,1014.77,1,208.77,0.2055,0.3954,0,2017-01-18,0.0986,Bajo,0,2026-08-25
2250,53,CABA,1321.49,4,359.34,0.2717,0.2332,0,2017-09-04,0.0764,Bajo,0,2026-08-25
2251,27,GBA Norte,642.97,3,160.27,0.2489,0.1767,0,2013-07-01,0.0764,Bajo,0,2026-08-25
2252,38,GBA Oeste,855.46,1,85.92,0.1003,0.4978,1,2020-01-15,0.1455,Bajo,0,2026-08-25
2253,48,GBA Norte,1067.89,1,214.23,0.2004,0.3035,1,2009-06-05,0.1139,Bajo,0,2026-08-25
2254,18,Santa Fe,1753.11,2,958.28,0.5463,0.4119,0,2018-06-27,0.1303,Bajo,0,2026-08-25
2255,52,GBA Norte,628.28,3,429.26,0.6821,0.3043,0,2016-06-04,0.1409,Bajo,0,2026-08-25
2256,25,Mendoza,864.47,1,316.56,0.3658,0.0345,2,2014-03-21,0.1245,Bajo,0,2026-08-25
2257,43,Santa Fe,1873.4,2,1694.3,0.9039,0.2993,1,2023-09-09,0.1977,Medio,0,2026-08-25
2258,42,Santa Fe,1560.77,2,854.2,0.5469,0.2575,0,2009-02-10,0.1024,Bajo,0,2026-08-25
2259,53,GBA Oeste,925.25,4,281.69,0.3041,0.0847,1,2021-10-09,0.0899,Bajo,0,2026-08-25
2260,46,Tucuman,981.68,1,130.58,0.1329,0.5244,1,2015-11-22,0.1527,Medio,0,2026-08-25
2261,18,Mendoza,1133.99,1,145.37,0.1281,0.6499,1,2023-04-09,0.1843,Medio,0,2026-08-25
2262,30,GBA Norte,1193.79,4,67.77,0.0567,0.2814,0,2021-08-12,0.0691,Bajo,0,2026-08-25
2263,41,CABA,1887.17,1,149.75,0.0793,0.435,0,2010-06-17,0.0821,Bajo,0,2026-08-25
2264,37,Mendoza,1662.86,6,2388.24,1.4354,0.7321,3,2018-02-28,0.6683,Muy Alto,1,2026-08-25
2265,45,CABA,559.53,5,266.04,0.4746,0.55,0,2013-07-25,0.1712,Medio,0,2026-08-25
2266,49,Cordoba,529.96,3,277.03,0.5218,0.1311,2,2023-09-13,0.171,Medio,0,2026-08-25
2267,47,Mendoza,802.73,2,211.02,0.2625,0.0589,1,2017-01-06,0.0845,Bajo,0,2026-08-25
2268,37,CABA,432.93,4,36.15,0.0833,0.2724,0,2011-06-29,0.0773,Bajo,0,2026-08-25
2269,18,GBA Norte,1737.15,3,1523.29,0.8764,0.1997,1,2023-06-27,0.1729,Medio,0,2026-08-25
2270,34,Santa Fe,490.6,0,187.29,0.381,0.8512,2,2022-02-22,0.3974,Alto,0,2026-08-25
2271,44,Santa Fe,880.03,3,464.82,0.5276,0.6146,1,2020-04-04,0.2498,Medio,0,2026-08-25
2272,26,GBA Norte,615.0,1,1762.33,2.8609,0.615,5,2019-08-26,0.9491,Muy Alto,1,2026-08-25
2273,47,GBA Norte,523.58,2,268.48,0.5118,0.3904,3,2013-12-15,0.3165,Medio,0,2026-08-25
2274,50,Tucuman,1754.46,1,541.14,0.3083,0.5178,1,2020-06-05,0.1608,Medio,1,2026-08-25
2275,41,CABA,767.47,0,35.58,0.0463,0.6538,3,2010-03-01,0.3019,Medio,1,2026-08-25
2276,18,GBA Oeste,2338.6,2,283.03,0.121,0.6397,1,2012-07-27,0.1552,Medio,0,2026-08-25
2277,24,GBA Sur,1843.81,2,293.78,0.1592,0.6863,0,2010-09-11,0.1359,Bajo,0,2026-08-25
2278,62,GBA Oeste,1075.82,0,517.37,0.4805,0.3791,1,2015-05-09,0.1649,Medio,0,2026-08-25
2279,33,GBA Sur,376.14,3,152.75,0.405,0.3914,0,2019-06-12,0.1302,Bajo,0,2026-08-25
2280,18,GBA Norte,760.28,1,940.96,1.236,0.5661,2,2018-06-08,0.4967,Alto,0,2026-08-25
2281,54,Santa Fe,2970.32,1,3747.68,1.2613,0.1846,1,2019-07-20,0.1994,Medio,0,2026-08-25
2282,40,GBA Oeste,1204.42,3,700.85,0.5814,0.4058,1,2012-09-05,0.1884,Medio,0,2026-08-25
2283,53,GBA Oeste,968.93,1,108.43,0.1118,0.1878,2,2014-11-12,0.1195,Bajo,0,2026-08-25
2284,43,Tucuman,763.85,1,256.97,0.336,0.7928,0,2012-06-16,0.2107,Medio,0,2026-08-25
2285,45,Cordoba,1512.42,3,103.26,0.0682,0.5812,0,2009-11-17,0.1081,Bajo,0,2026-08-25
2286,44,GBA Sur,1188.24,1,201.34,0.1693,0.4866,1,2021-09-10,0.1455,Bajo,0,2026-08-25
2287,48,Mendoza,1158.7,3,376.23,0.3244,0.4517,1,2010-10-29,0.1595,Medio,0,2026-08-25
2288,67,Mendoza,1786.55,0,370.22,0.2071,0.4018,1,2021-10-31,0.1198,Bajo,0,2026-08-25
2289,51,GBA Norte,1680.4,2,1149.63,0.6837,0.5737,3,2021-02-26,0.3945,Alto,1,2026-08-25
2290,21,GBA Sur,1133.48,2,961.06,0.8471,0.494,1,2018-11-15,0.2729,Medio,0,2026-08-25
2291,45,Santa Fe,515.63,1,91.21,0.1765,0.6828,0,2011-02-26,0.1599,Medio,0,2026-08-25
2292,53,Cordoba,691.49,4,233.49,0.3372,0.599,0,2018-06-16,0.1587,Medio,1,2026-08-25
2293,54,CABA,806.15,2,58.18,0.0721,0.2857,0,2023-06-24,0.073,Bajo,0,2026-08-25
2294,34,GBA Sur,948.61,3,287.21,0.3024,0.2968,1,2013-03-10,0.1279,Bajo,0,2026-08-25
2295,53,GBA Sur,2047.0,0,799.3,0.3903,0.4875,1,2015-08-29,0.1593,Medio,0,2026-08-25
2296,51,GBA Norte,2647.14,2,372.03,0.1405,0.5456,2,2009-05-22,0.172,Medio,1,2026-08-25
2297,70,GBA Norte,1304.22,3,525.47,0.4026,0.2508,0,2010-03-09,0.0886,Bajo,0,2026-08-25
2298,30,Cordoba,1234.64,0,325.53,0.2635,0.2545,2,2012-10-25,0.1509,Medio,0,2026-08-25
2299,33,Mendoza,483.34,3,972.07,2.007,0.1394,3,2010-09-20,0.609,Muy Alto,0,2026-08-25
2300,36,Mendoza,801.52,1,421.48,0.5252,0.7296,0,2019-03-17,0.227,Medio,0,2026-08-25
2301,34,CABA,747.49,2,172.29,0.2302,0.0495,1,2023-07-15,0.0821,Bajo,0,2026-08-25
2302,29,GBA Norte,699.54,4,183.43,0.2618,0.277,1,2021-06-24,0.1238,Bajo,0,2026-08-25
2303,18,Santa Fe,1204.28,2,545.57,0.4527,0.3862,0,2013-10-29,0.1229,Bajo,1,2026-08-25
2304,34,GBA Oeste,783.32,1,91.89,0.1172,0.2301,0,2023-08-14,0.0712,Bajo,0,2026-08-25
2305,44,Mendoza,453.4,0,135.99,0.2993,0.3873,3,2010-08-13,0.2698,Medio,1,2026-08-25
2306,34,Tucuman,1437.45,0,1523.16,1.0589,0.2613,1,2016-10-16,0.2271,Medio,0,2026-08-25
2307,63,CABA,1825.06,2,604.85,0.3312,0.4098,1,2016-07-03,0.1365,Bajo,1,2026-08-25
2308,40,CABA,1128.98,6,181.33,0.1605,0.0291,0,2011-12-28,0.0502,Bajo,0,2026-08-25
2309,55,GBA Oeste,976.55,2,115.25,0.1179,0.2372,0,2016-08-13,0.0688,Bajo,0,2026-08-25
2310,43,GBA Sur,674.84,0,149.53,0.2212,0.4889,0,2013-06-16,0.1212,Bajo,1,2026-08-25
2311,49,GBA Norte,716.96,3,123.07,0.1714,0.5544,0,2011-11-28,0.1267,Bajo,0,2026-08-25
2312,43,GBA Norte,1639.58,1,432.63,0.2637,0.5008,0,2014-03-20,0.1133,Bajo,0,2026-08-25
2313,56,Cordoba,771.92,0,271.01,0.3506,0.5542,1,2014-12-18,0.198,Medio,0,2026-08-25
2314,40,GBA Norte,2553.4,2,573.1,0.2244,0.3196,2,2013-09-14,0.1346,Bajo,0,2026-08-25
2315,45,CABA,1556.94,6,466.04,0.2991,0.3995,1,2016-01-30,0.137,Bajo,0,2026-08-25
2316,44,Mendoza,1172.07,2,686.74,0.5854,0.4282,0,2020-12-19,0.1461,Bajo,0,2026-08-25
2317,36,Cordoba,3573.9,3,2654.92,0.7427,0.6135,2,2009-05-17,0.2868,Medio,1,2026-08-25
2318,44,Mendoza,1809.56,2,656.74,0.3627,0.5305,1,2009-06-09,0.172,Medio,0,2026-08-25
2319,66,CABA,918.74,2,297.8,0.3238,0.5899,1,2017-02-04,0.1985,Medio,1,2026-08-25
2320,36,CABA,612.21,4,129.49,0.2112,0.3225,0,2010-01-02,0.0932,Bajo,0,2026-08-25
2321,45,Santa Fe,837.08,2,78.8,0.094,0.6266,1,2021-07-12,0.1752,Medio,0,2026-08-25
2322,55,GBA Sur,1004.14,1,66.08,0.0657,0.8406,0,2015-08-13,0.1708,Medio,0,2026-08-25
2323,53,Tucuman,756.84,4,190.95,0.252,0.6495,3,2020-07-16,0.3474,Medio,1,2026-08-25
2324,40,Mendoza,601.66,5,171.34,0.2843,0.3616,0,2013-12-03,0.1065,Bajo,0,2026-08-25
2325,18,GBA Norte,1013.84,1,102.36,0.1009,0.678,0,2009-09-18,0.142,Bajo,0,2026-08-25
2326,46,Mendoza,1517.13,2,943.0,0.6212,0.1478,3,2009-06-12,0.2254,Medio,0,2026-08-25
2327,18,CABA,2281.6,1,346.85,0.152,0.0946,2,2023-03-24,0.0926,Bajo,0,2026-08-25
2328,57,CABA,1092.48,1,183.63,0.1679,0.3629,0,2021-11-04,0.0876,Bajo,0,2026-08-25
2329,42,GBA Sur,1314.08,4,495.06,0.3764,0.3269,1,2023-10-18,0.1363,Bajo,0,2026-08-25
2330,51,Tucuman,489.16,2,522.29,1.0655,0.728,0,2018-11-09,0.3539,Alto,0,2026-08-25
2331,29,Cordoba,1428.5,2,841.3,0.5885,0.2448,1,2011-08-28,0.1461,Bajo,0,2026-08-25
2332,21,Cordoba,556.23,1,114.61,0.2057,0.1276,0,2013-11-24,0.0686,Bajo,0,2026-08-25
2333,43,GBA Oeste,1149.62,3,66.54,0.0578,0.0526,0,2022-09-28,0.0467,Bajo,0,2026-08-25
2334,39,CABA,966.02,2,555.99,0.5749,0.4153,0,2011-04-18,0.1463,Bajo,0,2026-08-25
2335,34,GBA Oeste,862.59,1,368.2,0.4264,0.2148,1,2011-09-23,0.1281,Bajo,0,2026-08-25
2336,41,Cordoba,521.2,2,1477.82,2.83,0.3706,1,2010-11-06,0.741,Muy Alto,1,2026-08-25
2337,73,Cordoba,837.25,5,291.24,0.3474,0.28,1,2009-02-07,0.1276,Bajo,0,2026-08-25
2338,50,GBA Oeste,687.21,3,96.23,0.1398,0.3515,2,2020-11-17,0.1643,Medio,0,2026-08-25
2339,52,GBA Sur,805.64,5,276.89,0.3433,0.1136,3,2019-11-22,0.1823,Medio,0,2026-08-25
2340,50,Santa Fe,1755.82,3,201.58,0.1147,0.2388,1,2018-04-21,0.0857,Bajo,0,2026-08-25
2341,57,GBA Sur,911.54,0,100.05,0.1096,0.4603,1,2023-10-15,0.1353,Bajo,0,2026-08-25
2342,37,Santa Fe,719.76,0,220.09,0.3054,0.365,1,2015-04-20,0.1465,Bajo,0,2026-08-25
2343,18,GBA Oeste,1247.08,3,880.11,0.7052,0.3872,2,2020-03-25,0.2704,Medio,0,2026-08-25
2344,37,Mendoza,1137.11,4,262.89,0.231,0.6792,0,2018-03-08,0.1557,Medio,0,2026-08-25
2345,49,CABA,2613.72,0,351.74,0.1345,0.1289,2,2021-01-29,0.0894,Bajo,1,2026-08-25
2346,28,Santa Fe,1534.2,4,555.62,0.3619,0.627,1,2020-05-09,0.2073,Medio,0,2026-08-25
2347,37,CABA,409.4,1,155.54,0.379,0.1522,1,2022-06-13,0.1174,Bajo,0,2026-08-25
2348,31,Tucuman,1399.99,0,211.62,0.151,0.3226,1,2013-09-30,0.1087,Bajo,1,2026-08-25
2349,58,Mendoza,1430.11,1,1193.85,0.8342,0.2134,0,2017-08-31,0.1267,Bajo,0,2026-08-25
2350,48,GBA Sur,2186.33,2,567.08,0.2593,0.2895,1,2013-09-18,0.1016,Bajo,1,2026-08-25
2351,47,Santa Fe,932.1,4,173.93,0.1864,0.7116,0,2015-04-09,0.1597,Medio,0,2026-08-25
2352,47,CABA,1675.27,1,254.89,0.1521,0.4057,2,2021-02-17,0.1597,Medio,0,2026-08-25
2353,39,Cordoba,838.81,5,551.26,0.6564,0.3632,1,2018-01-16,0.198,Medio,0,2026-08-25
2354,42,Mendoza,1138.11,3,166.33,0.146,0.1259,0,2023-10-01,0.0581,Bajo,0,2026-08-25
2355,25,CABA,559.83,0,6.45,0.0115,0.2216,0,2015-12-11,0.0655,Bajo,0,2026-08-25
2356,18,GBA Sur,453.3,0,138.89,0.3057,0.0548,0,2009-05-14,0.0684,Bajo,0,2026-08-25
2357,41,GBA Norte,1484.13,2,1730.09,1.1649,0.6621,0,2018-01-20,0.3207,Medio,0,2026-08-25
2358,43,GBA Oeste,1002.86,3,337.09,0.3358,0.4209,0,2022-04-18,0.1165,Bajo,0,2026-08-25
2359,54,Santa Fe,619.04,5,178.24,0.2875,0.602,0,2021-05-10,0.1535,Medio,0,2026-08-25
2360,58,GBA Sur,1514.3,1,1032.02,0.6811,0.6549,0,2017-03-24,0.2113,Medio,0,2026-08-25
2361,58,GBA Sur,389.52,2,107.41,0.2751,0.5736,0,2022-04-29,0.1491,Bajo,0,2026-08-25
2362,28,GBA Sur,641.15,2,225.65,0.3514,0.1598,0,2010-11-20,0.0824,Bajo,1,2026-08-25
2363,35,GBA Norte,460.85,4,28.65,0.062,0.3732,1,2013-05-31,0.122,Bajo,0,2026-08-25
2364,45,Santa Fe,1749.51,2,960.15,0.5485,0.8629,2,2021-10-11,0.3987,Alto,0,2026-08-25
2365,70,CABA,933.6,2,1068.68,1.1435,0.4784,3,2021-04-13,0.4997,Alto,1,2026-08-25
2366,57,Santa Fe,1093.52,2,52.11,0.0476,0.6778,0,2012-09-11,0.1291,Bajo,0,2026-08-25
2367,53,CABA,1189.31,1,475.29,0.3993,0.4725,2,2018-06-11,0.2312,Medio,0,2026-08-25
2368,35,GBA Oeste,1418.29,3,85.23,0.0601,0.4001,0,2015-07-08,0.0815,Bajo,0,2026-08-25
2369,29,Mendoza,1319.95,1,133.59,0.1011,0.2394,1,2013-12-10,0.0916,Bajo,1,2026-08-25
2370,49,GBA Oeste,1469.34,2,514.77,0.3501,0.2577,1,2019-11-06,0.116,Bajo,0,2026-08-25
2371,26,GBA Norte,821.21,2,480.05,0.5838,0.3146,0,2012-01-07,0.13,Bajo,1,2026-08-25
2372,37,CABA,1456.69,4,154.91,0.1063,0.2011,1,2020-10-09,0.0842,Bajo,0,2026-08-25
2373,38,GBA Oeste,729.42,1,253.33,0.3468,0.2619,1,2019-10-15,0.1296,Bajo,0,2026-08-25
2374,59,GBA Oeste,901.14,2,221.61,0.2456,0.4663,3,2023-01-19,0.27,Medio,1,2026-08-25
2375,35,Mendoza,485.96,3,252.69,0.5189,0.191,3,2019-03-20,0.2491,Medio,1,2026-08-25
2376,18,Mendoza,2083.86,3,400.72,0.1922,0.573,1,2019-06-11,0.1547,Medio,0,2026-08-25
2377,46,Cordoba,660.38,1,327.58,0.4953,0.4231,1,2010-03-30,0.1902,Medio,0,2026-08-25
2378,31,CABA,1876.74,3,227.63,0.1212,0.1057,1,2020-12-06,0.0692,Bajo,0,2026-08-25
2379,40,GBA Oeste,1267.01,3,179.09,0.1412,0.0957,0,2019-11-09,0.054,Bajo,0,2026-08-25
2380,38,CABA,1075.67,5,1707.38,1.5858,0.2456,1,2021-08-17,0.3491,Medio,0,2026-08-25
2381,36,CABA,1154.77,2,624.26,0.5401,0.6543,0,2012-08-26,0.1982,Medio,1,2026-08-25
2382,49,Mendoza,653.09,1,117.93,0.1803,0.0902,0,2016-05-27,0.0603,Bajo,0,2026-08-25
